t,S0,S1,S2,S3,S4,I0,I1,I2,I3,I4,R0,R1,R2,R3,R4
6.86506,323462,323485,323430,323401,323455,959,1023,1043,1074,1025,175558,175531,175517,175572,175571
7.00793,323460,323454,323407,323405,323440,975,1034,1059,1091,1057,175545,175545,175521,175558,175556
7.15093,323472,323456,323407,323393,323416,971,1039,1078,1096,1079,175544,175537,175501,175570,175562
7.29394,323440,323440,323381,323384,323407,1010,1053,1109,1101,1097,175532,175542,175501,175575,175557
7.43716,323444,323440,323375,323353,323394,1009,1056,1097,1106,1099,175524,175548,175516,175595,175563
7.58006,323438,323420,323357,323357,323377,1027,1051,1101,1113,1118,175510,175562,175535,175594,175559
7.72308,323434,323392,323348,323337,323352,1030,1073,1106,1134,1127,175516,175560,175530,175582,175572
7.86618,323414,323385,323350,323311,323324,1058,1098,1107,1161,1135,175504,175545,175527,175586,175583
8.0092,323401,323372,323326,323313,323290,1084,1108,1131,1152,1162,175485,175551,175523,175612,175581
8.15217,323388,323350,323322,323298,323282,1081,1130,1146,1160,1168,175500,175554,175511,175618,175595
8.29507,323396,323349,323295,323296,323262,1077,1135,1157,1165,1173,175497,175557,175524,175612,175600
8.43793,323374,323336,323258,323287,323227,1111,1165,1171,1179,1203,175483,175546,175541,175612,175621
8.5808,323387,323307,323245,323275,323221,1106,1197,1182,1195,1205,175480,175548,175547,175616,175629
8.72372,323383,323299,323214,323254,323205,1133,1206,1208,1206,1214,175468,175543,175556,175627,175648
8.86673,323371,323282,323184,323232,323183,1143,1219,1219,1213,1222,175465,175553,175568,175637,175656
9.0097,323365,323264,323161,323215,323151,1154,1223,1232,1234,1228,175466,175561,175568,175631,175678
9.15271,323362,323229,323149,323181,323143,1166,1259,1235,1252,1241,175472,175555,175575,175646,175672
9.29558,323336,323200,323147,323155,323107,1202,1282,1239,1253,1267,175459,175555,175584,175667,175691
9.43846,323329,323160,323113,323135,323091,1198,1311,1270,1277,1287,175468,175568,175596,175664,175685
9.58148,323309,323145,323096,323098,323069,1212,1324,1285,1289,1305,175472,175579,175597,175688,175700
9.72441,323297,323141,323064,323054,323019,1211,1329,1302,1300,1325,175481,175582,175603,175717,175734
9.86732,323262,323104,323041,323030,322990,1256,1354,1313,1310,1344,175470,175590,175624,175734,175746
10.0104,323204,323088,323026,323004,322948,1301,1354,1333,1318,1394,175475,175604,175617,175758,175738
10.1533,323164,323035,323001,322972,322913,1321,1391,1345,1313,1422,175492,175619,175637,175792,175751
10.2961,323125,322999,322979,322930,322900,1341,1415,1382,1326,1429,175511,175646,175627,175817,175756
10.4394,323096,322949,322939,322897,322844,1352,1461,1388,1343,1458,175526,175660,175656,175832,175780
10.5824,323053,322900,322923,322879,322830,1384,1459,1391,1338,1466,175519,175703,175672,175862,175796
10.7253,323029,322844,322891,322854,322796,1389,1491,1406,1352,1474,175542,175723,175698,175875,175819
10.8682,323011,322836,322852,322830,322742,1410,1470,1421,1362,1504,175544,175753,175722,175889,175846
11.0111,322983,322783,322795,322816,322688,1424,1493,1463,1369,1534,175552,175774,175734,175896,175869
11.1543,322956,322749,322736,322786,322637,1446,1498,1494,1371,1568,175564,175803,175763,175912,175884
11.2974,322927,322712,322688,322736,322602,1456,1514,1527,1408,1583,175583,175829,175779,175923,175904
11.4403,322899,322672,322661,322689,322548,1477,1531,1541,1445,1622,175592,175853,175799,175941,175920
11.5832,322875,322654,322616,322669,322522,1452,1539,1560,1448,1628,175637,175871,175821,175960,175937
11.7261,322842,322611,322541,322655,322449,1459,1555,1603,1446,1668,175668,175896,175855,175980,175972
11.869,322795,322558,322490,322618,322384,1489,1589,1617,1466,1693,175692,175913,175899,176001,176016
12.0119,322738,322520,322423,322569,322351,1513,1604,1651,1481,1684,175721,175940,175920,176039,176071
12.1548,322696,322474,322372,322557,322296,1548,1631,1659,1504,1699,175733,175958,175964,176034,176106
12.2977,322646,322410,322339,322536,322259,1589,1665,1695,1526,1701,175740,175990,175966,176041,176148
12.4408,322587,322353,322286,322490,322197,1612,1709,1732,1546,1735,175776,176003,175986,176067,176175
12.5837,322528,322311,322224,322444,322135,1631,1718,1773,1566,1763,175813,176041,176014,176098,176208
12.7266,322461,322257,322152,322416,322053,1671,1751,1771,1611,1781,175837,176063,176084,176084,176272
12.8695,322379,322200,322099,322353,321995,1739,1784,1800,1647,1825,175856,176092,176098,176121,176288
13.0124,322320,322143,322023,322289,321903,1762,1798,1825,1694,1878,175885,176143,176140,176136,176325
13.1554,322259,322078,321965,322234,321831,1757,1838,1856,1725,1903,175948,176160,176163,176162,176372
13.2983,322186,321991,321903,322155,321779,1796,1873,1905,1757,1918,175987,176208,176188,176201,176415
13.4413,322120,321922,321849,322102,321713,1820,1905,1908,1794,1934,176016,176241,176242,176208,176463
13.5842,322036,321845,321764,322047,321653,1866,1919,1940,1826,1950,176053,176309,176282,176229,176510
13.7272,321947,321783,321669,321990,321594,1906,1936,1980,1842,1951,176095,176359,176335,176272,176567
13.8701,321884,321713,321590,321919,321551,1936,1968,2030,1885,1944,176126,176407,176362,176304,176616
14.0131,321804,321639,321504,321814,321477,1992,1987,2083,1945,1977,176144,176456,176398,176351,176653
14.156,321724,321554,321445,321741,321405,2004,2014,2118,1973,2031,176213,176505,176433,176390,176677
14.2989,321639,321473,321369,321661,321341,2011,2034,2128,2005,2046,176289,176556,176497,176449,176742
14.4419,321572,321397,321281,321590,321257,2024,2035,2159,2014,2084,176342,176623,176554,176516,176790
14.5848,321474,321335,321158,321524,321201,2060,2044,2230,2051,2091,176399,176679,176606,176546,176845
14.7276,321391,321252,321080,321437,321138,2076,2054,2244,2076,2098,176462,176753,176661,176607,176892
14.8707,321315,321145,320991,321356,321033,2099,2110,2261,2125,2155,176502,176798,176728,176644,176944
15.0136,321224,321086,320901,321267,320924,2148,2133,2289,2171,2190,176536,176838,176789,176679,177022
15.1565,321167,320990,320805,321199,320835,2181,2122,2335,2190,2215,176572,176952,176848,176731,177091
15.2995,321071,320885,320702,321088,320757,2196,2167,2372,2210,2228,176650,177006,176910,176808,177163
15.4424,321001,320845,320574,320998,320657,2197,2163,2434,2244,2264,176716,177053,176973,176858,177224
15.5854,320892,320773,320454,320901,320583,2245,2174,2490,2303,2296,176771,177100,177028,176896,177268
15.7282,320785,320669,320348,320804,320506,2298,2204,2498,2326,2323,176827,177172,177115,176965,177334
15.8711,320709,320598,320229,320688,320412,2304,2195,2548,2367,2350,176904,177240,177189,177040,177400
16.0141,320615,320524,320123,320560,320301,2327,2212,2605,2439,2387,176974,177302,177248,177093,177462
16.1571,320544,320421,320021,320460,320206,2353,2218,2620,2458,2407,177020,177396,177334,177175,177548
16.3,320448,320361,319891,320383,320121,2381,2225,2677,2467,2422,177095,177450,177409,177247,177614
16.4429,320347,320285,319771,320286,320033,2422,2236,2672,2479,2428,177154,177514,177532,177337,177693
16.5859,320229,320188,319645,320188,319905,2483,2285,2701,2486,2491,177206,177548,177630,177425,177761
16.7288,320113,320071,319513,320113,319784,2506,2311,2743,2496,2532,177303,177645,177716,177497,177849
16.8718,320000,319960,319380,319998,319663,2580,2364,2758,2539,2574,177347,177707,177841,177579,177931
17.0147,319876,319867,319245,319889,319591,2619,2379,2802,2594,2577,177433,177776,177934,177637,178013
17.1576,319733,319757,319119,319774,319472,2684,2422,2818,2629,2609,177515,177842,178041,177722,178096
17.3004,319640,319656,318942,319679,319354,2721,2448,2904,2638,2640,177584,177919,178138,177812,178183
17.4433,319527,319556,318818,319539,319270,2734,2471,2950,2688,2648,177685,177994,178212,177906,178262
17.5862,319350,319419,318698,319381,319138,2823,2490,2964,2749,2701,177769,178100,178311,178001,178336
17.7291,319192,319317,318595,319250,319044,2874,2490,2986,2792,2665,177873,178200,178392,178079,178467
17.872,319062,319226,318463,319104,318951,2906,2515,3034,2825,2688,177966,178268,178493,178198,178537
18.0149,318926,319122,318330,318987,318865,2938,2533,3035,2843,2693,178067,178362,178622,178304,178621
18.158,318790,319034,318184,318863,318763,2992,2550,3100,2882,2700,178149,178440,178705,178391,178718
18.3009,318639,318922,318033,318732,318627,3016,2567,3151,2910,2749,178282,178530,178818,178503,178800
18.4439,318502,318831,317886,318597,318500,3054,2582,3182,2964,2779,178383,178603,178937,178576,178893
18.5867,318360,318721,317725,318446,318380,3096,2594,3234,3005,2802,178478,178700,179054,178681,178986
18.7297,318220,318589,317538,318318,318238,3122,2635,3275,3000,2868,178592,178789,179206,178810,179070
18.8725,318084,318450,317352,318172,318100,3157,2675,3283,3023,2923,178693,178885,179375,178934,179152
19.0155,317926,318350,317199,318034,317949,3195,2694,3292,3057,2982,178808,178965,179520,179032,179243
19.1584,317779,318251,317049,317878,317817,3215,2704,3305,3102,3018,178932,179056,179647,179136,179335
19.3012,317637,318145,316882,317719,317624,3195,2717,3337,3163,3124,179098,179155,179787,179231,179429
19.4441,317500,318049,316707,317605,317473,3214,2745,3355,3151,3169,179217,179221,179926,179352,179535
19.587,317365,317944,316552,317462,317319,3237,2752,3384,3178,3208,179318,179321,180045,179466,179649
19.7299,317218,317823,316422,317304,317187,3246,2772,3379,3215,3217,179470,179429,180183,179580,179771
19.8729,317073,317687,316248,317124,317028,3300,2789,3420,3286,3271,179574,179551,180304,179690,179878
20.0158,316924,317551,316094,316928,316878,3345,2813,3443,3343,3271,179682,179659,180443,179827,180017
20.1587,316778,317413,315928,316805,316740,3383,2851,3482,3346,3277,179796,179757,180570,179959,180155
20.3017,316623,317260,315731,316631,316570,3426,2889,3564,3406,3339,179908,179873,180694,180058,180265
20.4445,316438,317142,315570,316476,316429,3459,2897,3596,3438,3330,180067,179980,180823,180189,180418
20.5875,316254,316998,315389,316348,316265,3505,2947,3650,3452,3377,180195,180085,180950,180303,180530
20.7304,316118,316886,315254,316182,316103,3501,2976,3637,3486,3419,180335,180166,181108,180435,180642
20.8734,315928,316760,315102,316041,315962,3543,2991,3640,3487,3444,180481,180278,181255,180575,180775
21.0167,315779,316623,314935,315857,315822,3542,3018,3635,3521,3451,180632,180393,181433,180725,180914
21.1595,315621,316495,314805,315668,315667,3572,3036,3614,3578,3458,180755,180496,181592,180862,181055
21.3024,315433,316377,314642,315501,315489,3599,3020,3651,3614,3500,180910,180629,181717,180988,181186
21.4454,315263,316223,314477,315312,315324,3632,3066,3655,3657,3555,181052,180743,181875,181131,181299
21.5884,315064,316086,314252,315147,315155,3687,3102,3705,3689,3607,181198,180840,182047,181249,181426
21.7314,314907,315960,314047,314993,314985,3719,3137,3748,3686,3649,181325,180922,182204,181410,181545
21.8742,314745,315838,313860,314839,314826,3719,3147,3771,3705,3651,181488,181032,182369,181545,181706
22.0171,314551,315707,313686,314658,314650,3742,3166,3806,3743,3644,181651,181145,182510,181682,181890
22.16,314376,315553,313494,314496,314464,3776,3198,3852,3775,3668,181790,181261,182659,181804,182051
22.3029,314212,315404,313328,314332,314306,3787,3210,3868,3810,3694,181947,181398,182802,181939,182188
22.4458,314045,315243,313177,314178,314133,3809,3241,3857,3801,3744,182099,181528,182966,182099,182312
22.5887,313872,315129,312996,314049,313971,3795,3239,3883,3775,3802,182283,181651,183125,182256,182421
22.7316,313672,314989,312802,313824,313792,3841,3269,3909,3845,3819,182428,181758,183288,182410,182593
22.8745,313496,314856,312637,313675,313646,3879,3299,3935,3837,3818,182573,181856,183436,182565,182740
23.0174,313320,314691,312485,313514,313477,3920,3346,3929,3839,3820,182712,181967,183584,182731,182892
23.1603,313119,314555,312322,313358,313327,3972,3350,3934,3831,3822,182861,182098,183739,182896,183042
23.3032,312922,314427,312135,313216,313108,3999,3348,3957,3834,3885,183034,182229,183890,183045,183188
23.4461,312754,314269,311971,313028,312945,4040,3333,3938,3865,3917,183164,182391,184069,183192,183316
23.5889,312535,314135,311774,312824,312762,4113,3346,3952,3907,3954,183308,182521,184244,183344,183469
23.7318,312355,313985,311602,312639,312571,4126,3389,3959,3911,3986,183478,182637,184405,183523,183628
23.8747,312161,313847,311458,312470,312424,4166,3411,3961,3913,3988,183622,182758,184551,183694,183773
24.0176,311969,313706,311297,312310,312254,4202,3417,3960,3899,3986,183776,182878,184715,183869,183943
24.1605,311764,313590,311132,312170,312091,4240,3425,3983,3873,3943,183934,182994,184855,184035,184141
24.3035,311578,313468,310966,311983,311921,4250,3427,3991,3909,3981,184102,183115,185009,184189,184278
24.4465,311374,313346,310825,311821,311806,4269,3402,3962,3918,3949,184289,183269,185183,184339,184422
24.5894,311184,313199,310663,311635,311675,4268,3396,3933,3947,3939,184484,183426,185370,184489,184557
24.7323,310981,313051,310503,311466,311543,4277,3409,3943,3946,3926,184681,183564,185518,184656,184717
24.8753,310797,312924,310349,311304,311383,4279,3404,3914,3954,3941,184860,183702,185699,184814,184853
25.0182,310594,312790,310202,311085,311238,4329,3401,3889,4005,3954,185018,183837,185874,184976,184984
25.1612,310421,312667,310084,310917,311094,4335,3378,3860,4024,3933,185187,183988,186029,185128,185163
25.3041,310213,312553,309918,310763,310930,4369,3358,3889,4019,3932,185362,184119,186174,185285,185327
25.447,310023,312410,309766,310576,310787,4382,3396,3892,4052,3936,185543,184224,186335,185446,185468
25.5899,309868,312300,309610,310382,310656,4382,3371,3915,4078,3928,185715,184364,186469,185611,185614
25.7328,309693,312172,309436,310209,310489,4356,3376,3943,4097,3975,185922,184488,186611,185765,185729
25.8758,309477,312061,309283,310041,310320,4380,3342,3927,4112,3998,186118,184630,186773,185914,185881
26.0187,309304,311922,309168,309896,310165,4373,3333,3905,4104,4006,186301,184784,186912,186073,186026
26.1616,309116,311763,308992,309717,309973,4375,3378,3916,4114,4026,186496,184900,187073,186233,186203
26.3045,308937,311645,308799,309532,309800,4375,3337,3932,4147,4015,186670,185061,187249,186391,186388
26.4474,308763,311530,308631,309365,309631,4356,3332,3921,4110,4026,186851,185187,187414,186592,186548
26.5904,308573,311427,308518,309175,309483,4370,3318,3895,4126,4022,187030,185305,187559,186762,186702
26.7333,308399,311301,308386,309010,309340,4371,3313,3885,4142,3971,187196,185425,187692,186910,186900
26.8762,308190,311184,308229,308871,309186,4406,3310,3907,4116,4001,187371,185540,187821,187073,187027
27.0192,308028,311081,308120,308719,309063,4404,3302,3829,4096,3983,187529,185658,188006,187248,187162
27.1621,307843,310978,307958,308583,308899,4402,3302,3823,4087,3981,187710,185767,188170,187394,187331
27.3051,307657,310831,307804,308420,308730,4386,3294,3808,4080,3949,187908,185914,188341,187563,187540
27.4481,307502,310728,307679,308245,308569,4392,3269,3799,4092,3960,188056,186053,188483,187734,187693
27.591,307325,310612,307561,308109,308423,4445,3290,3781,4078,3931,188184,186158,188624,187894,187866
27.7338,307162,310519,307439,307950,308248,4416,3272,3775,4088,3946,188376,186269,188757,188046,188024
27.8767,307001,310432,307286,307811,308087,4393,3248,3755,4087,3922,188563,186386,188919,188191,188200
28.0196,306843,310323,307156,307663,307890,4385,3228,3725,4072,3960,188733,186516,189074,188356,188359
28.1625,306647,310229,307026,307498,307737,4394,3213,3732,4085,3971,188914,186630,189198,188513,188503
28.3054,306470,310102,306910,307341,307636,4393,3215,3729,4063,3917,189096,186754,189307,188693,188657
28.4483,306274,310028,306808,307173,307495,4363,3172,3689,4090,3875,189315,186863,189438,188833,188839
28.5913,306094,309944,306686,307001,307379,4352,3186,3676,4089,3846,189501,186953,189573,189010,188988
28.7342,305903,309840,306563,306870,307260,4332,3181,3684,4054,3797,189703,187062,189693,189179,189149
28.8771,305730,309710,306435,306733,307128,4304,3163,3683,4033,3796,189898,187209,189820,189343,189287
29.02,305552,309614,306327,306588,306985,4324,3171,3678,4018,3790,190065,187301,189928,189501,189446
29.1629,305383,309502,306208,306458,306841,4293,3178,3654,3995,3784,190255,187402,190078,189646,189595
29.3061,305233,309396,306076,306332,306722,4270,3178,3635,3961,3756,190429,187509,190223,189798,189736
29.4489,305088,309305,305947,306205,306597,4226,3161,3607,3907,3731,190612,187611,190376,189975,189888
29.5918,304933,309212,305809,306052,306450,4212,3146,3620,3925,3711,190784,187724,190504,190119,190042
29.7347,304758,309096,305690,305915,306307,4220,3144,3609,3901,3680,190941,187852,190635,190277,190211
29.8776,304617,308997,305597,305762,306209,4215,3126,3567,3895,3643,191094,187964,190770,190431,190357
30.0205,304470,308889,305503,305599,306088,4179,3131,3526,3885,3639,191286,188070,190921,190604,190479
30.1634,304334,308797,305374,305471,305971,4123,3111,3544,3892,3620,191481,188183,191025,190730,190608
30.3063,304200,308727,305266,305342,305867,4102,3096,3511,3878,3591,191634,188269,191161,190877,190751
30.4494,304054,308636,305157,305245,305775,4058,3047,3516,3840,3573,191817,188408,191266,191019,190861
30.5923,303917,308563,305050,305122,305629,4031,3023,3491,3821,3576,191986,188507,191404,191164,190998
30.7351,303759,308462,304943,304987,305519,4007,3001,3483,3826,3580,192167,188627,191520,191292,191094
30.8781,303621,308390,304833,304873,305388,4003,2949,3484,3779,3577,192312,188747,191625,191453,191220
31.021,303488,308345,304742,304784,305266,3974,2897,3457,3756,3565,192476,188854,191743,191576,191345
31.1639,303353,308265,304635,304663,305175,3969,2867,3462,3750,3540,192628,188961,191852,191709,191471
31.3068,303195,308210,304533,304500,305058,3956,2846,3431,3738,3529,192788,189046,191974,191869,191609
31.4497,303079,308133,304429,304400,304958,3939,2813,3406,3694,3502,192920,189154,192097,192019,191740
31.5926,302950,308040,304330,304289,304877,3907,2798,3413,3658,3471,193078,189263,192187,192169,191855
31.7354,302818,307967,304251,304177,304774,3871,2792,3357,3617,3436,193240,189344,192334,192316,191986
31.8783,302707,307896,304134,304079,304672,3843,2752,3350,3610,3416,193373,189451,192453,192427,192109
32.0213,302599,307820,304032,303958,304559,3779,2759,3310,3596,3418,193544,189523,192590,192558,192215
32.1644,302491,307749,303947,303840,304448,3753,2749,3279,3588,3390,193678,189605,192723,192684,192346
32.3072,302356,307698,303856,303732,304353,3755,2723,3254,3577,3366,193811,189686,192837,192795,192452
32.4502,302273,307641,303748,303629,304275,3733,2683,3223,3553,3324,193912,189778,192976,192927,192572
32.593,302167,307598,303635,303480,304204,3715,2641,3226,3523,3248,194035,189865,193084,193103,192724
32.736,302069,307559,303574,303399,304126,3671,2603,3204,3492,3198,194178,189947,193165,193217,192848
32.879,301958,307522,303493,303302,304052,3644,2530,3152,3457,3160,194312,190054,193301,193340,192952
33.0219,301855,307463,303406,303205,303955,3630,2498,3132,3435,3131,194429,190148,193411,193453,193079
33.1648,301761,307435,303319,303119,303856,3609,2443,3103,3380,3130,194551,190232,193532,193592,193182
33.3077,301673,307377,303262,303031,303795,3566,2413,3032,3345,3074,194685,190317,193658,193721,193297
33.4507,301578,307352,303212,302927,303733,3548,2392,3008,3312,3052,194800,190373,193735,193857,193378
33.5937,301461,307321,303150,302823,303662,3531,2363,2975,3282,3043,194938,190427,193833,193989,193454
33.7365,301363,307263,303083,302714,303582,3514,2343,2931,3289,2998,195055,190499,193939,194090,193578
33.8795,301284,307199,303021,302648,303510,3470,2363,2892,3226,2982,195177,190543,194046,194222,193665
34.0225,301189,307146,302945,302556,303461,3426,2358,2859,3206,2963,195319,190597,194147,194327,193743
34.1654,301096,307100,302858,302483,303375,3388,2348,2866,3163,2964,195441,190662,194232,194443,193827
34.3083,301002,307076,302780,302433,303310,3373,2303,2828,3124,2918,195548,190731,194338,194534,193927
34.4512,300916,307036,302733,302351,303238,3391,2257,2800,3095,2859,195625,190815,194416,194639,194061
34.5942,300845,306997,302651,302269,303179,3345,2236,2824,3066,2824,195742,190885,194475,194754,194155
34.7371,300762,306976,302593,302199,303130,3323,2213,2788,3039,2809,195847,190937,194565,194838,194217
34.88,300651,306930,302544,302121,303045,3311,2200,2752,3018,2805,195957,190997,194650,194945,194300
35.023,300560,306909,302497,302057,303006,3269,2184,2738,3013,2745,196086,191039,194715,195021,194400
35.166,300499,306891,302420,301981,302975,3247,2146,2713,3008,2690,196168,191097,194806,195105,194485
35.309,300436,306845,302382,301899,302906,3202,2149,2691,2962,2674,196278,191143,194867,195231,194567
35.4519,300326,306822,302349,301824,302856,3196,2130,2646,2903,2661,196389,191183,194946,195367,194633
35.5949,300243,306816,302296,301756,302789,3204,2105,2622,2903,2640,196471,191211,195026,195428,194728
35.7378,300179,306780,302229,301698,302756,3160,2087,2616,2886,2585,196573,191263,195093,195503,194813
35.8808,300104,306746,302207,301637,302717,3130,2083,2538,2858,2555,196674,191305,195194,195595,194886
36.0237,300034,306715,302147,301589,302661,3079,2058,2509,2800,2521,196796,191364,195277,195699,194968
36.1666,299976,306683,302105,301543,302598,3031,2039,2470,2757,2504,196910,191413,195357,195795,195052
36.3095,299932,306666,302030,301471,302523,3004,2001,2463,2732,2502,196984,191472,195434,195895,195121
36.4525,299849,306637,301965,301419,302469,2990,1990,2431,2672,2501,197083,191504,195532,196010,195175
36.5955,299776,306642,301916,301386,302428,2965,1955,2414,2614,2499,197182,191545,195589,196103,195219
36.7388,299706,306620,301909,301334,302408,2918,1951,2393,2585,2465,197288,191570,195623,196197,195278
36.8818,299650,306609,301896,301305,302365,2886,1936,2350,2547,2444,197377,191598,195681,196253,195339
37.0248,299591,306591,301862,301234,302314,2867,1913,2321,2532,2444,197459,191645,195749,196333,195394
37.168,299522,306572,301794,301206,302275,2833,1865,2324,2482,2438,197559,191710,195812,196411,195435
37.3108,299475,306545,301758,301182,302242,2757,1847,2284,2445,2406,197682,191752,195890,196484,195508
37.4538,299432,306542,301709,301134,302207,2729,1832,2255,2420,2366,197757,191771,195968,196557,195579
37.5968,299392,306513,301671,301088,302167,2695,1843,2225,2409,2322,197836,191787,196036,196610,195660
37.7397,299363,306497,301640,301058,302112,2608,1828,2194,2370,2321,197955,191812,196093,196686,195713
37.8826,299304,306483,301616,301049,302080,2598,1807,2151,2338,2289,198025,191850,196161,196737,195772
38.0255,299265,306448,301597,301013,302058,2585,1825,2130,2312,2291,198084,191861,196203,196799,195800
38.1686,299255,306424,301557,300941,302016,2540,1831,2106,2308,2280,198161,191884,196263,196863,195854
38.3115,299214,306406,301532,300904,301974,2497,1799,2083,2271,2264,198248,191939,196309,196938,195896
38.4544,299171,306412,301497,300865,301947,2476,1788,2052,2265,2227,198313,191952,196381,196989,195968
38.5973,299137,306401,301483,300848,301964,2439,1775,2026,2203,2157,198372,191980,196420,197072,196019
38.7402,299114,306391,301462,300824,301932,2400,1775,1995,2168,2149,198435,191981,196462,197125,196058
38.8831,299080,306361,301429,300815,301917,2336,1776,1997,2128,2110,198530,192014,196479,197176,196105
39.0261,299051,306369,301396,300794,301909,2305,1755,1958,2090,2075,198603,192026,196549,197234,196156
39.1689,299039,306376,301368,300754,301867,2249,1755,1937,2083,2060,198673,192038,196587,197280,196205
39.3118,299038,306366,301346,300708,301836,2186,1740,1936,2100,2066,198728,192075,196609,197318,196222
39.4549,299000,306355,301333,300715,301826,2161,1715,1899,2068,2024,198790,192114,196652,197351,196283
39.5979,298983,306367,301333,300689,301802,2142,1703,1839,2037,2007,198831,192111,196711,197398,196328
39.7408,298956,306366,301350,300663,301776,2125,1682,1785,2021,1992,198881,192126,196752,197438,196371
39.8837,298912,306362,301345,300664,301762,2102,1662,1781,1991,1970,198943,192152,196763,197466,196410
40.0267,298917,306365,301356,300655,301785,2080,1633,1759,1984,1935,198968,192178,196777,197476,196429
40.1698,298884,306360,301346,300636,301772,2043,1596,1737,1964,1905,199033,192218,196811,197511,196478
40.3128,298887,306359,301348,300608,301750,2020,1554,1703,1932,1897,199055,192257,196840,197566,196504
