t,S0,S1,S2,S3,S4,I0,I1,I2,I3,I4,R0,R1,R2,R3,R4
13.1528,322143,321939,321745,322119,321682,1802,1911,1928,1759,1949,176026,176218,176294,176210,176455
13.2957,322071,321868,321688,322050,321606,1826,1920,1945,1806,1978,176066,176276,176343,176222,176507
13.4385,321983,321788,321610,321992,321551,1869,1959,1958,1836,1985,176104,176318,176399,176248,176550
13.5815,321909,321714,321516,321937,321490,1908,1968,1992,1854,1982,176134,176389,176451,176282,176615
13.7245,321812,321641,321423,321867,321438,1960,1998,2048,1903,2001,176172,176444,176485,176313,176650
13.8675,321729,321565,321342,321760,321354,2015,2020,2099,1960,2021,176195,176493,176525,176363,176708
14.0104,321667,321489,321276,321686,321291,2031,2037,2132,1989,2055,176243,176541,176564,176395,176741
14.1533,321571,321398,321187,321602,321223,2031,2069,2164,2018,2077,176337,176595,176623,176462,176800
14.2962,321500,321316,321111,321523,321141,2049,2081,2189,2041,2115,176392,176655,176676,176528,176848
14.4392,321409,321259,320975,321455,321076,2076,2083,2247,2072,2127,176447,176714,176744,176563,176911
14.5822,321318,321176,320890,321371,321016,2106,2082,2282,2098,2136,176503,176796,176787,176619,176956
14.7251,321240,321068,320801,321273,320911,2123,2135,2297,2147,2185,176555,176848,176857,176670,177015
14.868,321150,321004,320716,321192,320788,2166,2157,2323,2182,2225,176591,176892,176914,176714,177095
15.011,321085,320910,320606,321121,320696,2203,2158,2368,2214,2258,176630,176990,176991,176754,177154
15.1539,320992,320800,320496,321010,320613,2223,2200,2420,2238,2268,176700,177055,177044,176829,177235
15.2967,320906,320753,320372,320923,320523,2227,2201,2482,2268,2301,176775,177106,177104,176881,177299
15.4397,320812,320675,320251,320824,320444,2267,2224,2529,2321,2339,176828,177147,177174,176927,177342
15.5826,320701,320562,320139,320719,320356,2318,2255,2552,2352,2367,176887,177232,177250,176997,177416
15.7255,320618,320485,320024,320599,320262,2328,2250,2593,2395,2397,176965,177301,177328,177074,177483
15.8684,320523,320406,319912,320478,320145,2357,2266,2652,2460,2438,177033,177366,177390,177128,177545
16.0113,320454,320304,319808,320370,320044,2377,2273,2669,2486,2456,177079,177462,177477,177209,177637
16.1542,320361,320237,319677,320288,319953,2401,2282,2723,2498,2473,177155,177516,177556,177283,177710
16.2971,320254,320156,319549,320190,319860,2446,2287,2722,2508,2481,177216,177587,177686,177376,177790
16.44,320131,320055,319425,320089,319726,2510,2336,2749,2512,2541,177270,177626,177786,177470,177865
16.5829,320018,319932,319285,320006,319602,2531,2365,2794,2520,2588,177364,177730,177877,177552,177954
16.7258,319894,319816,319154,319885,319485,2609,2421,2809,2573,2630,177415,177798,178000,177629,178032
16.8687,319756,319721,319018,319779,319407,2653,2444,2857,2624,2627,177506,177864,178088,177686,178124
17.0116,319615,319608,318886,319655,319283,2718,2492,2872,2663,2672,177586,177930,178205,177777,178201
17.1545,319521,319521,318707,319557,319168,2753,2505,2959,2675,2707,177662,178006,178300,177869,178284
17.2975,319391,319403,318577,319403,319076,2771,2532,3008,2739,2712,177768,178092,178380,177962,178374
17.4404,319213,319277,318447,319246,318936,2869,2545,3019,2792,2767,177849,178200,178489,178063,178455
17.5832,319052,319167,318339,319118,318838,2916,2551,3056,2831,2740,177960,178300,178563,178145,178585
17.7262,318914,319065,318214,318962,318741,2950,2576,3082,2872,2742,178058,178378,178682,178265,178672
17.8692,318780,318952,318075,318850,318655,2974,2600,3096,2882,2756,178164,178480,178798,178378,178744
18.0121,318621,318868,317909,318721,318527,3048,2617,3173,2928,2782,178248,178554,178892,178467,178841
18.155,318481,318743,317771,318581,318407,3068,2647,3211,2955,2824,178374,178639,179005,178578,178932
18.2981,318343,318666,317619,318436,318254,3103,2650,3241,3007,2876,178478,178714,179133,178666,179024
18.441,318205,318545,317425,318289,318126,3144,2667,3311,3044,2893,178574,178821,179260,178769,179134
18.5839,318058,318416,317252,318149,317979,3166,2708,3322,3040,2960,178701,178908,179422,178909,179212
18.7268,317907,318286,317048,318000,317842,3209,2741,3364,3084,3028,178805,179002,179576,179017,179284
18.8697,317761,318168,316912,317866,317688,3249,2767,3355,3107,3078,178904,179094,179723,179121,179389
19.0129,317596,318064,316749,317685,317538,3264,2773,3373,3174,3143,179052,179200,179865,179231,179481
19.1558,317453,317965,316577,317547,317353,3255,2791,3398,3196,3236,179206,179284,180014,179345,179583
19.2987,317337,317844,316401,317402,317175,3265,2828,3415,3218,3282,179315,179367,180154,179460,179712
19.4417,317179,317709,316235,317245,317041,3290,2841,3455,3255,3299,179446,179480,180275,179579,179815
19.5846,317025,317584,316071,317078,316878,3333,2868,3473,3292,3329,179569,179588,180421,179705,179950
19.7275,316894,317450,315912,316900,316736,3361,2881,3502,3352,3361,179681,179712,180541,179824,180065
19.8704,316716,317304,315757,316712,316567,3425,2904,3545,3399,3364,179800,179828,180661,179964,180225
20.0134,316578,317149,315561,316560,316413,3462,2945,3588,3442,3412,179903,179941,180820,180076,180336
20.1563,316402,317010,315384,316391,316234,3489,2967,3647,3482,3439,180058,180057,180946,180200,180488
20.2991,316207,316876,315208,316258,316071,3531,2999,3711,3513,3454,180215,180168,181061,180309,180633
20.442,316050,316736,315047,316097,315901,3548,3051,3731,3535,3496,180344,180262,181205,180448,180753
20.5849,315868,316609,314899,315944,315752,3587,3078,3731,3547,3527,180489,180359,181362,180589,180888
20.7278,315705,316455,314718,315763,315613,3588,3114,3725,3580,3545,180645,180476,181540,180733,181017
20.8708,315543,316332,314583,315579,315455,3625,3123,3714,3632,3568,180774,180594,181704,180866,181153
21.0137,315372,316204,314424,315389,315289,3645,3120,3741,3663,3592,180922,180728,181839,181022,181293
21.1566,315181,316051,314249,315199,315117,3679,3152,3761,3723,3650,181073,180845,181993,181150,181412
21.2995,314990,315917,314065,315031,314924,3718,3187,3757,3752,3715,181226,180946,182178,181278,181541
21.4424,314818,315777,313837,314862,314746,3770,3219,3812,3776,3751,181354,181042,182347,181431,181687
21.5853,314647,315634,313617,314704,314581,3769,3256,3860,3767,3779,181525,181148,182522,181603,181824
21.7281,314454,315495,313439,314509,314407,3804,3282,3894,3824,3754,181678,181266,182665,181739,182025
21.871,314261,315345,313255,314348,314219,3842,3308,3932,3843,3781,181829,181383,182810,181869,182189
22.014,314106,315185,313071,314172,314057,3849,3321,3956,3881,3805,181978,181524,182964,182008,182336
22.157,313938,315020,312905,313999,313873,3871,3355,3955,3911,3862,182134,181651,183130,182152,182465
22.2999,313755,314873,312733,313864,313713,3867,3362,3974,3878,3915,182323,181794,183291,182321,182584
22.4428,313526,314740,312529,313641,313526,3922,3396,3990,3941,3951,182487,181896,183480,182485,182743
22.5858,313358,314599,312341,313495,313354,3944,3429,4043,3926,3952,182639,181998,183619,182645,182907
22.7287,313150,314442,312182,313316,313186,4007,3470,4038,3937,3948,182786,182113,183772,182818,183058
22.8716,312954,314284,312006,313148,313030,4048,3485,4042,3932,3951,182938,182245,183947,182988,183210
23.0145,312748,314143,311808,312987,312806,4078,3482,4077,3945,4011,183114,182389,184099,183150,183365
23.1574,312570,313986,311639,312793,312630,4125,3476,4057,3982,4041,183248,182550,184285,183301,183507
23.3002,312341,313838,311436,312576,312435,4196,3493,4071,4018,4088,183406,182684,184461,183472,183662
23.4431,312158,313681,311255,312380,312245,4210,3521,4076,4033,4101,183574,182815,184632,183649,183838
23.586,311951,313531,311112,312208,312092,4256,3547,4075,4025,4110,183728,182941,184782,183839,183983
23.7288,311753,313388,310927,312039,311910,4285,3550,4081,4022,4120,183895,183075,184963,184016,184149
23.8717,311538,313273,310764,311880,311726,4329,3564,4106,4000,4088,184058,183185,185099,184192,184357
24.0146,311331,313138,310583,311682,311548,4352,3565,4115,4034,4111,184233,183324,185268,184358,184509
24.1575,311133,313013,310421,311508,311434,4358,3556,4077,4048,4088,184429,183470,185470,184507,184639
24.3003,310926,312845,310255,311306,311276,4375,3552,4075,4086,4085,184622,183635,185630,184667,184794
24.4432,310702,312707,310089,311140,311143,4386,3551,4064,4078,4078,184832,183781,185811,184846,184946
24.5861,310507,312554,309916,310941,310970,4403,3552,4055,4130,4098,185012,183934,185984,184997,185091
24.729,310309,312413,309770,310732,310806,4441,3556,4012,4157,4090,185180,184067,186177,185175,185269
24.8719,310111,312305,309636,310566,310648,4462,3510,4003,4160,4081,185348,184218,186336,185340,185447
25.0148,309917,312173,309434,310394,310478,4470,3524,4036,4185,4101,185539,184335,186507,185491,185595
25.1577,309719,312026,309289,310175,310321,4494,3540,4031,4226,4089,185720,184464,186664,185664,185763
25.3007,309562,311910,309106,309987,310164,4462,3534,4072,4245,4117,185925,184593,186806,185832,185905
25.4436,309349,311755,308922,309785,309993,4488,3532,4090,4293,4143,186112,184752,186968,185984,186042
25.5865,309174,311637,308787,309647,309785,4476,3506,4079,4256,4177,186303,184901,187121,186163,186214
25.7294,308962,311471,308618,309457,309618,4484,3534,4065,4254,4193,186518,185044,187292,186348,186368
25.8723,308765,311332,308435,309275,309425,4489,3531,4084,4273,4194,186703,185181,187459,186517,186561
26.0152,308592,311203,308222,309080,309232,4476,3505,4104,4301,4191,186888,185331,187640,186696,186754
26.1582,308409,311097,308087,308919,309069,4469,3488,4066,4282,4208,187071,185464,187818,186878,186901
26.301,308217,310948,307937,308717,308905,4478,3481,4071,4298,4153,187260,185609,187954,187059,187120
26.444,308003,310828,307783,308583,308744,4522,3470,4082,4269,4179,187422,185740,188099,187222,187261
26.5868,307825,310721,307646,308405,308607,4535,3457,4014,4271,4181,187587,185860,188302,187395,187397
26.7297,307637,310593,307480,308264,308430,4541,3475,4001,4245,4183,187759,185971,188480,187557,187577
26.8726,307427,310448,307328,308094,308261,4523,3460,3988,4236,4140,187985,186135,188645,187741,187795
27.0155,307262,310319,307203,307897,308085,4529,3439,3970,4269,4147,188140,186286,188799,187907,187963
27.1585,307068,310193,307061,307743,307909,4585,3461,3966,4251,4135,188284,186401,188946,188086,188146
27.3016,306908,310086,306935,307576,307715,4560,3445,3961,4266,4151,188471,186526,189086,188237,188321
27.4444,306734,309979,306769,307427,307547,4532,3419,3955,4260,4139,188674,186659,189246,188391,188496
27.5873,306564,309867,306632,307255,307346,4539,3400,3920,4256,4175,188841,186784,189415,188570,188663
27.7302,306361,309765,306493,307077,307184,4535,3382,3917,4260,4171,189043,186909,189550,188744,188828
27.8732,306162,309630,306371,306904,307052,4539,3378,3912,4247,4129,189239,187047,189685,188929,188999
28.0161,305975,309543,306261,306722,306907,4506,3346,3892,4275,4091,189450,187170,189810,189080,189183
28.1589,305771,309436,306109,306536,306787,4520,3362,3891,4277,4039,189643,187264,189957,189266,189358
28.3018,305553,309331,305983,306405,306634,4490,3340,3901,4226,4021,189873,187388,190080,189445,189530
28.4447,305381,309181,305845,306238,306486,4461,3345,3890,4218,4021,190079,187519,190222,189620,189689
28.5876,305203,309069,305719,306090,306333,4481,3342,3881,4203,4010,190237,187638,190352,189780,189859
28.7305,305013,308931,305593,305951,306179,4457,3381,3846,4187,4013,190440,187737,190523,189926,190005
28.8734,304858,308813,305463,305793,306045,4417,3361,3825,4160,3970,190637,187867,190675,190110,190176
29.0163,304712,308704,305297,305654,305880,4398,3362,3846,4127,3975,190803,187967,190817,190277,190331
29.1592,304541,308559,305162,305490,305739,4395,3355,3847,4130,3938,190967,188114,190961,190440,190506
29.3021,304362,308464,305051,305351,305611,4413,3349,3801,4092,3888,191132,188220,191108,190614,190686
29.445,304213,308346,304922,305158,305483,4360,3338,3783,4104,3894,191342,188344,191260,190785,190810
29.5879,304063,308236,304799,305018,305354,4327,3320,3773,4119,3879,191528,188471,191391,190922,190954
29.731,303919,308144,304666,304872,305229,4281,3310,3754,4110,3850,191716,188572,191535,191080,191111
29.8739,303746,308066,304544,304757,305103,4259,3261,3751,4070,3826,191909,188707,191664,191239,191247
30.0167,303604,307979,304427,304619,304943,4229,3233,3725,4050,3841,192081,188827,191816,191404,191389
30.1596,303430,307860,304298,304465,304811,4204,3203,3717,4058,3847,192280,188960,191950,191544,191506
30.3025,303275,307781,304187,304345,304654,4221,3149,3716,4017,3856,192422,189094,192059,191713,191649
30.4454,303141,307724,304088,304227,304523,4169,3094,3688,4005,3844,192614,189217,192189,191850,191788
30.5883,302973,307627,303949,304076,304413,4188,3079,3696,3987,3805,192767,189327,192317,192013,191948
30.7311,302796,307549,303840,303932,304276,4178,3055,3657,3957,3798,192946,189436,192462,192181,192099
30.874,302670,307437,303716,303803,304143,4146,3049,3655,3931,3789,193101,189549,192582,192337,192243
31.0169,302516,307358,303600,303677,304055,4138,3027,3635,3894,3743,193257,189660,192716,192500,192373
31.1598,302388,307275,303494,303564,303948,4087,2994,3592,3874,3717,193435,189777,192855,192637,192505
31.3027,302257,307171,303374,303433,303838,4030,2994,3575,3864,3706,193607,189881,192989,192782,192631
31.4456,302140,307088,303281,303288,303707,4012,2996,3528,3855,3703,193747,189968,193140,192935,192764
31.5885,302002,307015,303158,303167,303590,4008,2967,3516,3853,3674,193894,190068,193269,193055,192908
31.7316,301886,306939,303053,303042,303482,3984,2947,3476,3826,3651,194030,190170,193424,193203,193038
31.8745,301782,306877,302911,302880,303400,3956,2898,3477,3808,3573,194156,190275,193565,193382,193208
32.0174,301662,306822,302822,302777,303316,3931,2857,3474,3772,3520,194309,190383,193654,193525,193334
32.1603,301545,306767,302736,302648,303224,3904,2797,3411,3753,3486,194451,190493,193810,193664,193456
32.3032,301419,306693,302633,302539,303122,3892,2761,3386,3717,3451,194593,190603,193937,193798,193599
32.4461,301314,306633,302536,302448,303015,3872,2710,3346,3662,3444,194725,190709,194077,193948,193717
32.589,301211,306563,302466,302337,302945,3830,2684,3286,3621,3388,194875,190803,194208,194111,193848
32.7319,301092,306526,302396,302205,302857,3817,2657,3271,3605,3373,195014,190869,194296,194260,193957
32.8749,300970,306472,302320,302093,302782,3796,2637,3222,3561,3339,195158,190940,194425,194415,194068
33.0178,300848,306396,302249,301973,302699,3778,2619,3172,3552,3298,195300,191040,194543,194545,194187
33.1607,300760,306326,302159,301898,302601,3731,2614,3160,3479,3286,195434,191119,194653,194687,194300
33.3035,300672,306254,302073,301788,302521,3674,2618,3140,3473,3280,195583,191182,194756,194797,194393
33.4466,300557,306207,301990,301714,302424,3659,2596,3096,3406,3250,195709,191263,194884,194939,194508
33.5895,300441,306161,301926,301624,302336,3675,2532,3086,3398,3204,195811,191368,194959,195032,194636
33.7324,300339,306105,301828,301530,302259,3658,2517,3104,3371,3158,195937,191449,195042,195162,194759
33.8753,300251,306075,301741,301438,302196,3619,2474,3075,3341,3137,196066,191532,195146,195275,194838
34.0182,300128,306021,301674,301337,302110,3623,2464,3041,3316,3133,196180,191597,195246,195398,194931
34.1611,300016,305984,301615,301262,302050,3575,2436,3020,3308,3079,196334,191663,195324,195487,195048
34.3042,299942,305957,301512,301176,301994,3559,2394,3002,3302,3033,196425,191737,195432,195586,195154
34.447,299847,305893,301451,301089,301917,3506,2396,2974,3242,3019,196573,191796,195519,195733,195239
34.59,299730,305854,301407,301008,301847,3496,2382,2911,3190,2995,196697,191838,195626,195865,195333
34.7329,299624,305838,301340,300933,301771,3506,2345,2892,3182,2946,196793,191895,195715,195943,195458
34.8758,299543,305783,301294,300850,301698,3472,2334,2865,3180,2913,196906,191959,195787,196028,195556
35.0187,299476,305721,301229,300794,301635,3399,2331,2803,3124,2878,197046,192024,195912,196148,195653
35.1616,299391,305686,301172,300731,301563,3367,2307,2759,3072,2848,197166,192087,196012,196269,195760
35.3045,299314,305656,301095,300666,301473,3348,2269,2736,3036,2853,197263,192158,196114,196378,195840
35.4474,299218,305628,301014,300582,301403,3317,2255,2716,2982,2832,197392,192188,196214,196511,195935
35.5903,299150,305606,300966,300543,301338,3290,2213,2698,2908,2827,197487,192260,196270,196622,195997
35.7332,299056,305580,300936,300472,301303,3245,2209,2670,2885,2789,197624,192289,196331,196727,196073
35.8761,298991,305554,300907,300421,301224,3210,2192,2629,2841,2775,197725,192339,196398,196809,196161
36.019,298924,305510,300857,300341,301163,3181,2180,2600,2819,2775,197820,192396,196481,196914,196238
36.1619,298838,305488,300770,300310,301107,3140,2124,2592,2770,2764,197946,192475,196575,196996,196310
36.3049,298772,305444,300730,300260,301075,3086,2115,2559,2723,2729,198074,192521,196652,197100,196386
36.4478,298712,305423,300668,300196,301036,3039,2104,2531,2705,2668,198182,192557,196741,197178,196485
36.5907,298662,305382,300634,300146,300973,2974,2090,2485,2676,2647,198299,192604,196817,197256,196568
36.7336,298599,305346,300584,300116,300918,2945,2077,2452,2639,2622,198392,192656,196897,197331,196647
36.8766,298550,305312,300551,300089,300887,2902,2087,2413,2608,2616,198491,192675,196969,197391,196688
37.0195,298515,305271,300477,300014,300832,2870,2103,2396,2599,2609,198576,192702,197053,197471,196755
37.1625,298468,305248,300445,299949,300762,2827,2070,2378,2574,2607,198672,192762,197104,197555,196815
37.3054,298407,305234,300405,299885,300724,2805,2060,2340,2564,2562,198759,192793,197187,197629,196906
37.4484,298361,305206,300390,299843,300736,2764,2048,2304,2497,2486,198841,192833,197231,197732,196972
37.5912,298318,305184,300351,299811,300677,2720,2043,2292,2459,2475,198926,192853,197272,197802,197030
37.7344,298283,305133,300311,299786,300642,2668,2047,2278,2411,2436,199019,192893,197318,197882,197103
37.8773,298227,305149,300261,299753,300609,2623,2024,2242,2379,2404,199124,192910,197398,197943,197162
38.0203,298220,305139,300232,299693,300569,2540,2007,2230,2385,2392,199211,192948,197438,198005,197213
38.1633,298175,305115,300211,299653,300530,2504,1995,2209,2360,2359,199289,192993,197479,198076,197285
38.3062,298136,305106,300183,299634,300500,2475,1969,2156,2336,2338,199362,193032,197549,198116,197336
38.4491,298085,305086,300200,299601,300470,2456,1936,2092,2304,2311,199437,193075,197603,198176,197396
38.5921,298027,305071,300191,299576,300425,2436,1923,2074,2269,2295,199507,193101,197634,198232,197463
38.7349,298005,305064,300178,299559,300434,2409,1897,2041,2265,2250,199562,193138,197676,198257,197505
38.8778,297970,305051,300146,299532,300399,2368,1850,2019,2246,2217,199633,193200,197732,198297,197574
39.0208,297967,305044,300123,299498,300371,2340,1790,1986,2200,2206,199667,193261,197777,198373,197615
39.1638,297918,305033,300107,299480,300336,2331,1755,1953,2143,2182,199718,193309,197835,198456,197666
39.3069,297840,305028,300108,299461,300312,2316,1742,1935,2111,2176,199801,193337,197858,198512,197697
39.4498,297821,305036,300092,299442,300278,2284,1714,1889,2101,2166,199856,193364,197918,198543,197742
39.5926,297807,305023,300061,299418,300268,2251,1688,1876,2077,2115,199900,193405,197958,198593,197813
39.7356,297784,305025,300043,299398,300257,2231,1664,1845,2046,2075,199941,193426,198000,198643,197867
39.8785,297758,305018,300031,299379,300228,2221,1644,1806,2025,2048,199984,193456,198054,198679,197915
40.0216,297727,305028,300000,299372,300210,2193,1622,1775,2003,2013,200040,193470,198118,198710,197971
40.1645,297698,305027,299965,299332,300175,2153,1595,1769,2004,2004,200105,193490,198161,198750,198018
